Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,"Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.6,170.7,183,119.6,198.4,151.8,163.2,202.3,145.9,213.7,160.3,149.6,238.3,191,203.2,132.8,128.7,188.8,188.2,188.7,159.5,174.8,161.5,138.7,169.5,167.7,146.3,180.1,185.8,139,157.8,191,193.8,147.2,187.8,139.7,143.1,207.4,148.6,131,187.3,165.1,171.7,165.5,184.4,195.5,134.1,155.9,154,174.9,177.3,140.7,158.4,144.5,172,202.4,176.7,196.8,140.4,138.8,172.6,158.7,144.7,179.8,141.9,147,140.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
