Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,"Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate"
376.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,329.6,414.4,375.5,349.5,350.2,322.8,349.5,350.5,307.2,363.6,340.8,353.5,353.3,383.6,382.7,328.2,403.5,391.5,316.2,399.6,387.1,318.7,406.7,337.4,316.5,321.2,369.3,362.6,354.8,368,445.2,399.2,339.8,357.4,298.2,414.3,302.2,370.7,384.8,335.7,282,362.6,365.3,329,340.5,385.7,368.2,298.9,287.4
