Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,"Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Median","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate","Model Replicate"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.824,0.65,0.737,0.851,0.819,0.794,0.59,0.688,0.715,0.788,0.797,0.81,0.798,0.788,0.918,0.675,0.78,0.673,0.719,0.826,0.87,0.873,0.884,0.837,0.759,0.863,0.713,0.845,0.777,0.821,0.627,0.65,0.611,0.694,0.776,0.748,0.773,0.685,0.921,0.791,0.762,0.642,0.693,0.659,0.743,0.775,0.641,0.587,0.52,0.742
